ISO Code,Country,GDP per capita,Healthcare expenditure per capita,Treatment type,Age group,Estimated cost,Estimated error,Lower CI,Upper CI
NIC,Nicaragua,2256.77147695561,208.47544861,Hospitalisation,Children,  213.48,  148.28,  29.90,  588.53
FJI,Fiji,5736.82889741943,217.15068054,Hospitalisation,Children,  221.87,  153.38,  30.20,  607.99
KIR,Kiribati,2003.46946759298,217.68276978,Hospitalisation,Children,  226.08,  156.89,  31.90,  632.75
WSM,Samoa,4003.07590158729,236.22660828,Hospitalisation,Children,  239.44,  166.87,  35.06,  668.26
IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,Hospitalisation,Children,  240.98,  165.56,  34.62,  659.05
GAB,Gabon,6541.69710787282,247.09622192,Hospitalisation,Children,  250.45,  175.47,  36.01,  690.50
HND,Honduras,2527.43851176243,251.04405212,Hospitalisation,Children,  257.97,  174.84,  34.64,  698.56
IRQ,Iraq,4175.70315667132,254.62432861,Hospitalisation,Children,  259.73,  180.50,  32.35,  717.12
TUN,Tunisia,3958.56222854122,265.85464478,Hospitalisation,Children,  272.16,  190.68,  38.79,  753.34
LBY,Libya,7633.45142779936,278.3821106,Hospitalisation,Children,  286.06,  197.02,  40.11,  796.35
SWZ,Eswatini,3726.43642993545,283.88345337,Hospitalisation,Children,  291.85,  203.85,  38.58,  804.17
CPV,Cabo Verde,4195.75433916189,285.9694519,Hospitalisation,Children,  294.52,  201.92,  44.73,  798.18
JOR,Jordan,3950.31227288316,295.13876343,Hospitalisation,Children,  303.43,  210.32,  43.35,  841.06
BLZ,Belize,6212.26051785042,297.4163208,Hospitalisation,Children,  304.10,  214.64,  41.03,  849.88
AZE,Azerbaijan,5651.34563872949,304.20162964,Hospitalisation,Children,  312.55,  217.47,  40.92,  868.29
BOL,Bolivia,3226.08755673382,307.13800049,Hospitalisation,Children,  315.83,  221.42,  43.33,  877.87
SUR,Suriname,7195.10209033209,343.85302734,Hospitalisation,Children,  350.20,  244.63,  49.83,  978.11
PSE,West Bank and Gaza,2862.88117465434,350.63812256,Hospitalisation,Children,  362.19,  255.91,  51.35, 1032.15
THA,Thailand,6393.88744975198,369.97647095,Hospitalisation,Children,  382.26,  264.31,  52.42, 1035.87
TUR,Turkiye,14713.5670729157,385.87997437,Hospitalisation,Children,  393.26,  277.13,  54.22, 1102.33
GTM,Guatemala,4470.75416315328,396.07998657,Hospitalisation,Children,  406.51,  278.09,  54.84, 1108.73
FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,Hospitalisation,Children,  413.26,  291.98,  55.64, 1147.51
MDA,Moldova,3728.90191379122,398.14910889,Hospitalisation,Children,  414.71,  291.78,  55.15, 1146.52
NAM,Namibia,3965.35920570222,405.59393311,Hospitalisation,Children,  410.03,  281.51,  54.76, 1129.14
ALB,Albania,5419.63779125273,414.35025024,Hospitalisation,Children,  425.76,  299.96,  64.94, 1192.81
KAZ,Kazakhstan,11453.3952725363,420.97982788,Hospitalisation,Children,  449.60,  749.93,  25.23, 2005.67
VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,Hospitalisation,Children,  443.71,  309.20,  63.34, 1240.71
PER,Peru,6552.55403560046,445.85757446,Hospitalisation,Children,  455.04,  323.55,  65.30, 1277.57
MNG,Mongolia,4456.53627552726,448.24212646,Hospitalisation,Children,  461.39,  317.84,  69.77, 1277.44
MYS,Malaysia,11429.5894122241,458.21963501,Hospitalisation,Children,  469.84,  339.73,  67.11, 1355.98
DOM,Dominican Republic,8857.40278693789,462.26287842,Hospitalisation,Children,  472.11,  332.35,  66.45, 1310.65
JAM,Jamaica,5328.61624140582,468.34671021,Hospitalisation,Children,  483.73,  338.56,  72.00, 1377.60
GEO,Georgia,6180.62059946106,477.70956421,Hospitalisation,Children,  492.74,  344.97,  70.55, 1364.56
BWA,Botswana,7235.92910677284,477.83258057,Hospitalisation,Children,  490.73,  337.94,  70.57, 1334.70
PRY,Paraguay,6431.71872824395,480.19396973,Hospitalisation,Children,  495.77,  350.04,  70.90, 1395.37
ECU,Ecuador,6238.15868442687,492.83575439,Hospitalisation,Children,  513.58,  357.95,  72.38, 1438.17
SLV,El Salvador,4481.19664108356,501.24411011,Hospitalisation,Children,  360.99,  417.25,  30.94, 1415.76
COL,Colombia,6819.17983072755,505.50805664,Hospitalisation,Children, 1735.99, 1355.48, 225.02, 5266.72
GRD,Grenada,9727.65202554404,521.23730469,Hospitalisation,Children,  541.16,  378.09,  80.05, 1497.13
BLR,Belarus,6482.80295076287,529.01873779,Hospitalisation,Children,  544.46,  379.23,  74.77, 1486.61
GUY,Guyana,23102.6662867381,531.62786865,Hospitalisation,Children,  544.64,  376.77,  76.43, 1517.50
MKD,North Macedonia,6393.78647551263,561.69281006,Hospitalisation,Children,  584.36,  414.73,  79.10, 1660.02
ZAF,South Africa,5747.41965032482,569.84075928,Hospitalisation,Children,  740.09,  636.62,  90.37, 2375.45
DMA,Dominica,8399.96601368496,574.41748047,Hospitalisation,Children,  588.52,  419.23,  82.85, 1651.03
TKM,Turkmenistan,7880.44528570939,579.15454102,Hospitalisation,Children,  586.40,  407.44,  90.41, 1617.86
MUS,Mauritius,11319.2352240984,590.93572998,Hospitalisation,Children,  612.89,  426.74,  88.01, 1706.58
LCA,St. Lucia,11440.0632358822,644.80279541,Hospitalisation,Children,  666.25,  469.39,  94.99, 1854.51
MEX,Mexico,10241.8945112994,650.97070313,Hospitalisation,Children, 6801.13, 6276.08, 722.29,22816.52
BRN,Brunei Darussalam,28725.115657314,665.86773682,Hospitalisation,Children,  693.80,  483.30,  98.73, 1909.89
BIH,Bosnia and Herzegovina,6507.01987550791,667.29681396,Hospitalisation,Children,  696.42,  495.50,  99.05, 1967.55
CHN,China,12175.1961147248,672.45159912,Hospitalisation,Children, 1036.68,  759.51, 138.33, 3028.59
ARM,Armenia,5151.01273118105,674.78619385,Hospitalisation,Children,  703.72,  500.61,  96.27, 1969.26
SYC,Seychelles,16715.2650923889,694.75085449,Hospitalisation,Children,  712.52,  502.04,  98.67, 2025.13
OMN,Oman,18098.5776925062,706.92224121,Hospitalisation,Children,  739.88,  518.29,  97.91, 2073.28
MHL,Marshall Islands,5470.42006850903,758.44873047,Hospitalisation,Children,  793.43,  570.43, 109.64, 2266.39
BRA,Brazil,9258.05329063487,848.57122803,Hospitalisation,Children,  876.57, 2466.35,  33.30, 4270.32
ROU,Romania,12399.0008278388,902.2677002,Hospitalisation,Children, 1300.51, 1970.35,  81.88, 5716.41
SRB,Serbia,8210.55401378745,903.11828613,Hospitalisation,Children,  923.71,  660.94, 140.20, 2655.98
CRI,Costa Rica,14318.8389652137,978.84155273,Hospitalisation,Children, 1014.36,  705.74, 133.15, 2803.83
BGR,Bulgaria,9819.57352949265,1011.09472656,Hospitalisation,Children, 1074.92,  762.97, 155.64, 3089.45
RUS,Russian Federation,10420.5712890625,1078.23486328,Hospitalisation,Children, 1112.35,  799.88, 148.34, 3167.25
TUV,Tuvalu,4773.34085526672,1084.66955566,Hospitalisation,Children, 1112.83,  792.62, 157.60, 3156.11
ATG,Antigua and Barbuda,18090.7735177058,1084.88330078,Hospitalisation,Children, 1131.32,  802.17, 165.31, 3166.43
MNE,Montenegro,8403.3387654549,1107.06445313,Hospitalisation,Children, 1151.81,  839.36, 162.37, 3231.36
BHR,Bahrain,25076.6545031009,1110.67590332,Hospitalisation,Children, 1175.19,  847.45, 170.19, 3328.31
MDV,Maldives,11485.5546954096,1150.68554688,Hospitalisation,Children, 1179.54,  831.04, 170.29, 3269.07
KNA,St. Kitts and Nevis,21505.7244171915,1160.26428223,Hospitalisation,Children, 1212.31,  855.80, 177.17, 3400.52
POL,Poland,17391.1441481102,1193.13061523,Hospitalisation,Children, 1568.30, 2347.96,  94.33, 6705.57
HUN,Hungary,16282.830349083,1224.43383789,Hospitalisation,Children, 1266.51,  916.71, 176.18, 3539.12
TTO,Trinidad and Tobago,16061.9004827224,1292.01806641,Hospitalisation,Children, 1340.58,  968.34, 194.76, 3857.10
BRB,Barbados,19734.2380260921,1302.0592041,Hospitalisation,Children, 1365.77,  996.89, 196.92, 3911.24
HRV,Croatia,17147.1660226623,1344.19006348,Hospitalisation,Children, 1396.48,  995.28, 185.87, 3940.13
ARG,Argentina,12933.2497342121,1370.88464355,Hospitalisation,Children, 2168.18, 1908.33, 239.05, 7284.21
PAN,Panama,16872.8834654731,1472.04638672,Hospitalisation,Children, 1065.28, 1129.26,  96.05, 4146.84
CHL,Chile,14226.5180749128,1547.28967285,Hospitalisation,Children, 1633.23, 1189.27, 217.26, 4589.37
SAU,Saudi Arabia,23331.7694701019,1593.37145996,Hospitalisation,Children, 1673.65, 1244.20, 234.37, 4895.56
SVK,Slovak Republic,19238.7622372766,1642.39208984,Hospitalisation,Children, 1718.14, 1251.76, 232.65, 4912.46
LVA,Latvia,16703.9018520982,1642.47131348,Hospitalisation,Children, 1694.32, 1223.10, 227.94, 4773.66
KWT,Kuwait,24155.1872264077,1700.31958008,Hospitalisation,Children, 1778.41, 1305.47, 256.87, 5229.39
GRC,Greece,21139.1916750925,1768.11071777,Hospitalisation,Children, 1879.90, 1364.94, 259.75, 5484.69
QAT,Qatar,65111.0333213131,1781.56030273,Hospitalisation,Children, 1861.63, 1352.48, 253.76, 5422.55
LTU,Lithuania,18685.551945873,1829.66320801,Hospitalisation,Children, 1920.79, 1388.29, 251.87, 5374.99
URY,Uruguay,18295.9066764742,1850.80737305,Hospitalisation,Children, 1939.41, 1418.92, 266.77, 5649.87
PLW,Palau,12379.7893768679,1978.85437012,Hospitalisation,Children, 2058.12, 1495.03, 282.51, 5862.03
EST,Estonia,20123.422189306,1998.88549805,Hospitalisation,Children, 2118.98, 1553.61, 310.86, 6085.30
NRU,Nauru,8463.13245199864,2264.20239258,Hospitalisation,Children, 2389.69, 1736.39, 338.50, 6927.05
ARE,United Arab Emirates,42507.787339453,2314.74511719,Hospitalisation,Children, 2394.80, 1767.69, 303.99, 6927.95
BHS,"Bahamas, The",31053.8006388734,2341.32348633,Hospitalisation,Children, 2431.59, 1776.67, 335.34, 7085.05
CZE,Czechia,20245.6557955904,2431.08496094,Hospitalisation,Children, 2562.51, 1850.34, 344.33, 7260.30
PRT,Portugal,22292.4218368837,2580.75634766,Hospitalisation,Children, 2676.27, 1976.58, 361.67, 7585.03
SVN,Slovenia,25708.8691396365,2737.84936523,Hospitalisation,Children, 2836.14, 2070.18, 385.34, 8294.97
CYP,Cyprus,32341.302734375,2864.15649414,Hospitalisation,Children, 3065.22, 2236.22, 409.74, 8953.22
ESP,Spain,28569.8436482338,2910.83764648,Hospitalisation,Children, 4276.00, 3481.15, 558.29,13116.40
KOR,"Korea, Rep.",34121.0211756766,3049.67163086,Hospitalisation,Children, 3212.96, 2385.79, 463.72, 9461.90
ITA,Italy,34088.088128227,3134.68066406,Hospitalisation,Children, 3635.77, 2695.55, 500.63,10201.71
AND,Andorra,40227.2335282714,3192.31567383,Hospitalisation,Children, 3381.94, 2508.06, 453.73, 9868.55
MLT,Malta,33000.5930696382,3352.77490234,Hospitalisation,Children, 3490.18, 2603.75, 496.53,10504.60
JPN,Japan,36990.3301140205,3889.35717773,Hospitalisation,Children, 4767.17, 6339.47, 314.08,20167.94
ISR,Israel,42852.5810267712,4223.87255859,Hospitalisation,Children, 4408.35, 3282.96, 608.58,13020.14
SGP,Singapore,65422.4603166668,4320.51611328,Hospitalisation,Children, 4615.73, 3402.83, 655.88,13382.95
NZL,New Zealand,41766.8707772422,4804.37792969,Hospitalisation,Children, 6048.76,10309.16, 319.28,27558.80
FRA,France,39117.4845009362,4865.17822266,Hospitalisation,Children, 5208.29, 3807.40, 700.34,15036.09
FIN,Finland,45588.5130643088,4902.0390625,Hospitalisation,Children, 3235.48, 2955.39, 353.85,10921.32
GBR,United Kingdom,47322.6682239254,5035.6171875,Hospitalisation,Children, 6816.61, 5286.36, 911.47,21187.16
BEL,Belgium,44731.0420983801,5404.62402344,Hospitalisation,Children, 8492.42,12078.63, 522.01,37189.95
NLD,Netherlands,51305.6282286444,5796.03466797,Hospitalisation,Children, 7790.47,17211.74, 453.32,34039.91
AUT,Austria,46338.9571249412,5851.96240234,Hospitalisation,Children, 7252.62, 9939.54, 394.24,32920.29
SWE,Sweden,54449.7982042953,5943.36132813,Hospitalisation,Children, 6320.87, 4753.28, 840.00,18924.78
DEU,Germany,44336.7775157399,6182.34375,Hospitalisation,Children, 3591.86, 2707.94, 487.96,10732.90
CAN,Canada,44468.7475023539,6255.02783203,Hospitalisation,Children, 7966.13,11982.59, 479.66,34036.43
IRL,Ireland,91647.7688541174,6448.02197266,Hospitalisation,Children, 6759.09, 5121.92, 888.29,19993.23
DNK,Denmark,61295.9818623394,6456.08398438,Hospitalisation,Children, 6735.80, 5138.22, 915.88,20454.70
AUS,Australia,61583.9188935304,6730.99511719,Hospitalisation,Children, 8159.99,14762.52, 406.24,37588.92
ISL,Iceland,59096.4444709589,6851.62939453,Hospitalisation,Children, 7312.50, 5507.74, 896.80,21069.30
LUX,Luxembourg,106342.757463856,7022.62695313,Hospitalisation,Children, 7386.64, 5521.21, 960.26,21792.14
MCO,Monaco,224582.449752101,7655.94042969,Hospitalisation,Children, 8263.91, 6214.05,1086.90,24785.76
NOR,Norway,78912.3327624579,8692.57617188,Hospitalisation,Children, 9266.99, 6990.38,1286.75,27339.00
CHE,Switzerland,89555.5599814123,10963.43066406,Hospitalisation,Children,11670.57, 8918.68,1480.72,34561.53
USA,United States,65875.177881434,12434.43359375,Hospitalisation,Children,10758.33, 9422.43,1257.70,35103.70
SOM,Somalia,465.160693722591,15.34639168,Hospitalisation,Elderly,   16.07,   10.45,   2.43,   41.93
MDG,Madagascar,448.058746204617,16.32154655,Hospitalisation,Elderly,   17.01,   11.25,   2.59,   45.02
COD,"Congo, Dem. Rep.",537.269316970327,24.38615036,Hospitalisation,Elderly,   26.04,   17.16,   3.86,   68.22
BDI,Burundi,253.530723439042,24.68718529,Hospitalisation,Elderly,   26.06,   17.29,   3.82,   69.70
NER,Niger,562.137571413883,26.50681686,Hospitalisation,Elderly,   28.29,   18.50,   4.16,   73.80
ETH,Ethiopia,875.373675519289,27.0685215,Hospitalisation,Elderly,   28.65,   19.05,   4.37,   75.67
GMB,"Gambia, The",727.838723280227,28.89956109,Hospitalisation,Elderly,   30.18,   19.63,   4.40,   76.48
MLI,Mali,743.273871368099,29.74292755,Hospitalisation,Elderly,   31.32,   20.20,   5.01,   80.89
SDN,Sudan,767.248779296875,31.57727051,Hospitalisation,Elderly,   33.15,   22.14,   4.85,   88.35
BEN,Benin,1263.62565116943,33.88216782,Hospitalisation,Elderly,   36.45,   24.15,   5.33,   96.68
TZA,Tanzania,1092.86413574219,35.64775848,Hospitalisation,Elderly,   38.21,   25.46,   5.51,  101.53
YEM,"Yemen, Rep.",859.209303110809,38.11569214,Hospitalisation,Elderly,   40.35,   26.76,   6.16,  107.53
PAK,Pakistan,1616.39906887866,38.76602173,Hospitalisation,Elderly,   41.45,   27.17,   6.45,  109.08
SLE,Sierra Leone,1102.44133602893,39.31665802,Hospitalisation,Elderly,   41.62,   27.82,   6.24,  110.15
MWI,Malawi,556.744034801608,39.65991211,Hospitalisation,Elderly,   42.57,   28.66,   6.13,  114.10
TCD,Chad,567.181912180859,40.17007446,Hospitalisation,Elderly,   43.22,   28.00,   7.08,  112.83
LAO,Lao PDR,2648.88726608035,41.34779739,Hospitalisation,Elderly,   44.29,   29.45,   6.60,  116.77
UGA,Uganda,955.745797275462,44.14502716,Hospitalisation,Elderly,   48.05,   32.00,   6.56,  126.97
CAF,Central African Republic,398.330979969132,47.91517639,Hospitalisation,Elderly,   51.19,   33.76,   8.22,  137.24
MOZ,Mozambique,610.174972826279,49.4729538,Hospitalisation,Elderly,   53.06,   35.39,   7.76,  140.75
COG,"Congo, Rep.",1677.08549205924,50.60568619,Hospitalisation,Elderly,   54.42,   35.90,   8.40,  144.90
HTI,Haiti,1219.11871645847,52.29947662,Hospitalisation,Elderly,   55.56,   36.36,   7.85,  145.90
TGO,Togo,896.874686928368,54.01099014,Hospitalisation,Elderly,   58.16,   37.82,   9.13,  152.64
GIN,Guinea,1028.47369985676,55.03785324,Hospitalisation,Elderly,   59.18,   40.06,   8.76,  155.52
BFA,Burkina Faso,744.165760639938,56.75708389,Hospitalisation,Elderly,   60.30,   39.61,   8.97,  160.86
MMR,Myanmar,1177.76649645503,57.96875763,Hospitalisation,Elderly,   62.30,   41.37,   9.88,  166.86
BGD,Bangladesh,1885.37733613545,61.09237671,Hospitalisation,Elderly,   65.01,   43.07,  10.01,  172.36
SEN,Senegal,1463.19101905166,63.73388672,Hospitalisation,Elderly,   68.73,   45.02,  10.69,  182.82
GNB,Guinea-Bissau,767.044183086551,66.05480957,Hospitalisation,Elderly,   71.76,   47.52,  10.83,  189.03
ZWE,Zimbabwe,1410.7373112787,70.66313934,Hospitalisation,Elderly,   76.52,   50.69,  12.01,  205.52
CMR,Cameroon,1466.76885819356,71.97737885,Hospitalisation,Elderly,   78.32,   52.39,  11.08,  212.13
ZMB,Zambia,1330.85998216751,76.05962372,Hospitalisation,Elderly,   83.62,   56.42,  12.22,  228.27
RWA,Rwanda,1004.21571099829,76.83828735,Hospitalisation,Elderly,   84.70,   56.93,  12.51,  230.50
TJK,Tajikistan,1407.1075436221,78.61326599,Hospitalisation,Elderly,   85.71,   56.95,  13.25,  226.84
IND,India,2236.31279250417,79.51509857,Hospitalisation,Elderly,   85.63,   55.91,  12.71,  226.23
AFG,Afghanistan,379.707497269884,80.6516037,Hospitalisation,Elderly,   87.45,   57.85,  13.40,  232.96
PNG,Papua New Guinea,2496.50840962288,81.11356354,Hospitalisation,Elderly,   87.08,   58.36,  13.15,  234.65
DJI,Djibouti,3078.28598659063,81.80969238,Hospitalisation,Elderly,   88.59,   59.09,  13.00,  238.82
GHA,Ghana,2086.80608066,82.32108307,Hospitalisation,Elderly,   89.87,   59.66,  13.49,  235.97
KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,Hospitalisation,Elderly,   92.29,   61.39,  12.69,  244.49
CIV,Cote d'Ivoire,2302.7469807991,86.15213013,Hospitalisation,Elderly,   92.78,   62.69,  13.47,  251.24
NPL,Nepal,1136.09335013717,88.26616669,Hospitalisation,Elderly,   95.46,   62.72,  14.10,  245.60
MRT,Mauritania,1630.27171808744,90.41540527,Hospitalisation,Elderly,   98.43,   64.83,  15.48,  260.86
KEN,Kenya,1808.40479129677,90.43982697,Hospitalisation,Elderly,  112.31,  123.46,  10.43,  398.13
NGA,Nigeria,2416.36198205178,90.92185211,Hospitalisation,Elderly,   99.41,   65.08,  14.67,  261.67
SLB,Solomon Islands,1945.14986518195,96.73880768,Hospitalisation,Elderly,  106.25,   71.13,  15.76,  280.14
LBR,Liberia,653.329188343162,99.65045929,Hospitalisation,Elderly,  107.31,   71.66,  15.89,  291.11
AGO,Angola,2332.88691268977,101.25614166,Hospitalisation,Elderly,  108.74,   72.63,  15.95,  289.27
KHM,Cambodia,2083.59301849948,109.52975464,Hospitalisation,Elderly,  118.81,   77.53,  16.74,  312.93
COM,Comoros,1382.51969363483,122.93584442,Hospitalisation,Elderly,  135.94,   90.81,  19.68,  365.02
IDN,Indonesia,4192.62390181339,127.44384766,Hospitalisation,Elderly,  139.31,   92.76,  20.36,  379.69
LSO,Lesotho,974.382482849023,133.70170593,Hospitalisation,Elderly,  147.08,   96.04,  22.59,  389.39
VUT,Vanuatu,2627.97526807247,135.42979431,Hospitalisation,Elderly,  146.87,   99.14,  20.38,  391.51
LKA,Sri Lanka,3968.6762893616,145.55810547,Hospitalisation,Elderly,  161.19,  107.89,  22.49,  433.98
UZB,Uzbekistan,3725.67414578523,169.43212891,Hospitalisation,Elderly,  187.80,  127.71,  25.42,  508.78
EGY,"Egypt, Arab Rep.",4111.24924442966,170.97909546,Hospitalisation,Elderly,  190.61,  126.38,  29.99,  527.68
TLS,Timor-Leste,1278.41861343542,174.91215515,Hospitalisation,Elderly,  192.47,  129.14,  30.58,  524.09
DZA,Algeria,4660.40545686886,179.69688416,Hospitalisation,Elderly,  198.44,  132.82,  30.87,  534.42
STP,Sao Tome and Principe,1380.60169416257,180.3336792,Hospitalisation,Elderly,  199.84,  133.10,  28.83,  539.24
PHL,Philippines,3745.65232883132,182.93429565,Hospitalisation,Elderly,  200.96,  135.37,  30.63,  546.65
VNM,Viet Nam,3760.39771392507,188.89749146,Hospitalisation,Elderly,  245.16,  218.99,  28.82,  817.28
GNQ,Equatorial Guinea,5118.21986148331,190.09381104,Hospitalisation,Elderly,  208.31,  141.74,  31.55,  564.48
MAR,Morocco,3403.31982421875,199.21412659,Hospitalisation,Elderly,  220.64,  149.69,  33.56,  588.14
NIC,Nicaragua,2256.77147695561,208.47544861,Hospitalisation,Elderly,  230.57,  152.98,  34.32,  616.22
FJI,Fiji,5736.82889741943,217.15068054,Hospitalisation,Elderly,  241.21,  162.67,  32.18,  645.14
KIR,Kiribati,2003.46946759298,217.68276978,Hospitalisation,Elderly,  240.61,  161.70,  34.57,  654.32
WSM,Samoa,4003.07590158729,236.22660828,Hospitalisation,Elderly,  261.42,  173.69,  39.01,  707.73
IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,Hospitalisation,Elderly,  261.58,  174.27,  40.05,  693.55
GAB,Gabon,6541.69710787282,247.09622192,Hospitalisation,Elderly,  275.43,  183.44,  42.00,  734.81
HND,Honduras,2527.43851176243,251.04405212,Hospitalisation,Elderly,  276.48,  181.91,  43.37,  729.35
IRQ,Iraq,4175.70315667132,254.62432861,Hospitalisation,Elderly,  279.58,  187.31,  40.54,  753.85
TUN,Tunisia,3958.56222854122,265.85464478,Hospitalisation,Elderly,  299.64,  202.66,  44.16,  803.64
LBY,Libya,7633.45142779936,278.3821106,Hospitalisation,Elderly,  305.93,  203.64,  44.18,  831.47
SWZ,Eswatini,3726.43642993545,283.88345337,Hospitalisation,Elderly,  318.05,  213.98,  47.95,  831.73
CPV,Cabo Verde,4195.75433916189,285.9694519,Hospitalisation,Elderly,  321.09,  217.04,  50.48,  867.81
JOR,Jordan,3950.31227288316,295.13876343,Hospitalisation,Elderly,  324.38,  219.38,  47.63,  882.45
BLZ,Belize,6212.26051785042,297.4163208,Hospitalisation,Elderly,  332.83,  222.43,  51.38,  887.64
AZE,Azerbaijan,5651.34563872949,304.20162964,Hospitalisation,Elderly,  333.94,  224.46,  50.98,  912.40
BOL,Bolivia,3226.08755673382,307.13800049,Hospitalisation,Elderly,  341.60,  228.34,  52.93,  918.11
SUR,Suriname,7195.10209033209,343.85302734,Hospitalisation,Elderly,  389.02,  260.61,  56.07, 1031.16
PSE,West Bank and Gaza,2862.88117465434,350.63812256,Hospitalisation,Elderly,  388.41,  259.39,  56.37, 1030.56
THA,Thailand,6393.88744975198,369.97647095,Hospitalisation,Elderly,  497.73,  396.56,  63.38, 1533.09
TUR,Turkiye,14713.5670729157,385.87997437,Hospitalisation,Elderly,  431.28,  293.62,  62.28, 1182.06
GTM,Guatemala,4470.75416315328,396.07998657,Hospitalisation,Elderly,  438.91,  295.99,  66.65, 1178.74
FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,Hospitalisation,Elderly,  446.74,  299.85,  63.31, 1201.44
MDA,Moldova,3728.90191379122,398.14910889,Hospitalisation,Elderly,  443.70,  300.65,  63.57, 1196.63
NAM,Namibia,3965.35920570222,405.59393311,Hospitalisation,Elderly,  450.87,  305.83,  67.58, 1219.42
ALB,Albania,5419.63779125273,414.35025024,Hospitalisation,Elderly,  460.86,  311.74,  67.77, 1224.21
KAZ,Kazakhstan,11453.3952725363,420.97982788,Hospitalisation,Elderly,  344.32,  313.57,  42.02, 1136.47
VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,Hospitalisation,Elderly,  483.67,  326.43,  69.07, 1279.64
PER,Peru,6552.55403560046,445.85757446,Hospitalisation,Elderly,  496.89,  338.13,  74.78, 1375.98
